id,order_line/order_id/date_order,order_line/order_id/confirmation_date,order_line/order_id/name,order_line/order_id/customer_reference,order_line/order_partner_id/display_name,order_line/end_customer,order_line/product_categ_name,order_line/name,order_line/product_uom_qty,order_line/product_uom/display_name,order_line/price_unit,order_line/product_margin_price,order_line/price_subtotal,order_line/order_id/state,order_line/order_id/picking_state,order_line/order_id/invoice_status
__export__.sale_order_879,3/4/2021 2:04,3/4/2021 2:07,SO21-000810,2021/03/FBI/004886,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","RIAU ANDALAN PULP & PAPER,",GPC_FG,"[N29HI09] 3080 LUBRICATED / PTFE IMPREGNATED ARAMID FIBER PACKING (5/8"")",13,mtr,628000,469399.04,8164000,Sale Order,done,Fully Invoiced
__export__.sale_order_878,3/4/2021 1:41,3/4/2021 2:03,SO21-000809,2021/03/FBI/004945,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari",SWADAYA DINAMIKA MANDIRI,GPC_FG,"[N07HI08] 2710 LUBRICATED / PTFE IMPREGNATED RAMIE PACKING (9/16"")",20,mtr,61000,40902.4,1220000,Sale Order,done,Fully Invoiced
__export__.sale_order_877,3/3/2021 7:31,3/3/2021 7:43,SO21-000808,2021/02/FBI/004838,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","PLTU TENAYAN RAYA,",GPC_FG,"[GN57M08920] 5051 LUBRICATED / PTFE ACRYLIC PACKING (1/2"")",44,mtr,64000,247653.4687,2816000,Sale Order,done,Fully Invoiced
__export__.sale_order_876,3/4/2021 17:00,3/5/2021 6:37,SO21-000807,0208/HI/II/2021,"[V18-0000058]HIDROFLEX INDONESIA PT, Christine",PT HIDROFLEX INDONESIA,EJM_RM,[AAA34ACDA098] BELLOWS HOSE SS 316 (6 INCH),12.1,mtr,975729,1073302.34,11806320.9,Sale Order,done,Fully Invoiced
,3/4/2021 17:00,3/5/2021 6:37,SO21-000807,0208/HI/II/2021,"[V18-0000058]HIDROFLEX INDONESIA PT, Christine",PT HIDROFLEX INDONESIA,EJM_RM,[AAA35ABCA098] BRAIDED SS 321 (6 INCH),25,mtr,249061,273966.583,6226525,Sale Order,done,Fully Invoiced
__export__.sale_order_875,3/3/2021 2:05,3/3/2021 2:07,SO21-000806,0255/HI/II/2021,"[C21-0000215][V18-0000058]HIDROFLEX INDONESIA PT, Suratno",PT HIDROFLEX INDONESIA,SUPPLIES,[FAA02AABA018] WELD. ELECTRODA (LB-52/RC-52:3.2 MM (AWS 7016 )),50,kg,28566,31423.238,1428300,Sale Order,done,Fully Invoiced
__export__.sale_order_874,3/2/2021 3:54,3/2/2021 3:58,SO21-000805,2021/01/FBI/000967,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","PT.INDONESIA ASAHAN ALUMUNIUM,",GPC_FG,"[T17S10] 7100-T BULKY GLASS TAPE + ALUMUNIUM (1/16"" X 4"" X 30M)",20,Roll,879300,0,17586000,Sale Order,done,Fully Invoiced
__export__.sale_order_873,3/1/2021 9:38,3/1/2021 10:03,SO21-000804,2021/02/FBI/004393,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","KSB INDONESIA, PT",RJC_FG,[TJ0000001A10] REMOVABLE INSULATION JACKETING (For Turbocharger),1,Lot,14898000,240730.5725,14898000,Sale Order,not_received,Nothing to Invoice
,3/1/2021 9:38,3/1/2021 10:03,SO21-000804,2021/02/FBI/004393,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","KSB INDONESIA, PT",SUPPLIES,[BIAYA PACKAGING] BIAYA PACKAGING,6,Unit(s),83700,0,502200,Sale Order,not_received,Nothing to Invoice
__export__.sale_order_872,2/25/2021 8:35,2/25/2021 8:38,SO21-000803,2021/02/FBI/004579,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","SAGA TRADE MURNI, PT",Others_FG,"[A10524] JASA REKONDISI (1.125"", MECHANICAL SEAL RMBS BASIC SEAL)",4,Unit(s),187300,0,749200,Sale Order,draft,Fully Invoiced
__export__.sale_order_871,2/25/2021 7:06,2/25/2021 7:09,SO21-000802,2021/02/FBI/004522,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","PERTAMINA RU IV, PT",MCH_FG,"[BAE15ABFCCDI1101] MECHANICAL SEAL RMBS-13 NON CARTRIDGE SEAL (1.75"")",1,Unit(s),16422900,0,16422900,Sale Order,done,Fully Invoiced
,2/25/2021 7:06,2/25/2021 7:09,SO21-000802,2021/02/FBI/004522,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","PERTAMINA RU IV, PT",MCH_FG,"[DAE04AFDCCDI1801] MECHANICAL SEAL PART (3"", GLAND RMBS 13 BASIC SEAL)",1,Unit(s),5226400,0,5226400,Sale Order,done,Fully Invoiced
__export__.sale_order_870,2/25/2021 4:39,2/25/2021 4:43,SO21-000801,2021/02/FBI/004323,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","TAPIAN ENERGI MADANI, PT",MCH_FG,"[DBE04BAFCCBI0601] MECHANICAL SEAL RSS-U11 BASIC SEAL (1.375"")",1,Unit(s),2375500,0,2375500,Sale Order,done,Fully Invoiced
,2/25/2021 4:39,2/25/2021 4:43,SO21-000801,2021/02/FBI/004323,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","TAPIAN ENERGI MADANI, PT",MCH_FG,"[DBE04BAFCCBI1101] MECHANICAL SEAL RSS-U11 BASIC SEAL (1.75"")",1,Unit(s),2698400,0,2698400,Sale Order,done,Fully Invoiced
__export__.sale_order_869,2/24/2021 10:10,2/24/2021 10:29,SO21-000800,4500044631,"[C20-0000168]PT PERTAMINA (PERSERO) RU IV CILACAP, [C20-0000169]Ardi suradi",PERTAMINA RU IV CILACAP,SWG_FG,"[AB1130A01B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 6"", 4.5 MM,  SWG-3834-FG-CRS )",16,Unit(s),43200,37718.6601,691200,Sale Order,done,Fully Invoiced
,2/24/2021 10:10,2/24/2021 10:29,SO21-000800,4500044631,"[C20-0000168]PT PERTAMINA (PERSERO) RU IV CILACAP, [C20-0000169]Ardi suradi",PERTAMINA RU IV CILACAP,SWG_FG,"[AB0630A01B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 2"", 4.5 MM,  SWG-3834-FG-CRS )",16,Unit(s),10800,11232.3838,172800,Sale Order,done,Fully Invoiced
,2/24/2021 10:10,2/24/2021 10:29,SO21-000800,4500044631,"[C20-0000168]PT PERTAMINA (PERSERO) RU IV CILACAP, [C20-0000169]Ardi suradi",PERTAMINA RU IV CILACAP,SWG_FG,"[AB1330A01B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 10"", 4.5 MM,  SWG-3834-FG-CRS )",23,Unit(s),90300,101009.799,2076900,Sale Order,done,Fully Invoiced
,2/24/2021 10:10,2/24/2021 10:29,SO21-000800,4500044631,"[C20-0000168]PT PERTAMINA (PERSERO) RU IV CILACAP, [C20-0000169]Ardi suradi",PERTAMINA RU IV CILACAP,SWG_FG,"[AB1330A14B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 10"", 4.5 MM,  SWG-3838-FG-CRS-321 )",8,Unit(s),95600,0,764800,Sale Order,done,Fully Invoiced
,2/24/2021 10:10,2/24/2021 10:29,SO21-000800,4500044631,"[C20-0000168]PT PERTAMINA (PERSERO) RU IV CILACAP, [C20-0000169]Ardi suradi",PERTAMINA RU IV CILACAP,SWG_FG,"[AA1630A01B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 16"", 4.5 MM,  SWG-3834-FG-CRS )",1,Unit(s),141400,0,141400,Sale Order,done,Fully Invoiced
,2/24/2021 10:10,2/24/2021 10:29,SO21-000800,4500044631,"[C20-0000168]PT PERTAMINA (PERSERO) RU IV CILACAP, [C20-0000169]Ardi suradi",PERTAMINA RU IV CILACAP,SWG_FG,"[AA1630A01B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 16"", 4.5 MM,  SWG-3834-FG-CRS )",1,Unit(s),141400,0,141400,Sale Order,done,Fully Invoiced
,2/24/2021 10:10,2/24/2021 10:29,SO21-000800,4500044631,"[C20-0000168]PT PERTAMINA (PERSERO) RU IV CILACAP, [C20-0000169]Ardi suradi",PERTAMINA RU IV CILACAP,SWG_FG,"[AA0630A01B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 2"", 4.5 MM,  SWG-3834-FG-CRS )",1,Unit(s),10000,10230.9504,10000,Sale Order,done,Fully Invoiced
__export__.sale_order_868,2/24/2021 10:08,2/24/2021 10:10,SO21-000799,2021/02/JFI/001995,"[V19-0000214]JEIL FAJAR INDONESIA PT, [C20-0000167]Anistia",JEIL FAJAR INDONESIA PT,SUPPLIES,[CAA05ABWA011] BBM SOLAR,250,Liter(s),5939,6532.691,1484750,Sale Order,done,Fully Invoiced
__export__.sale_order_867,2/24/2021 4:48,2/24/2021 4:53,SO21-000798,2021/02/FBI/004560,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari",PT. OLEOCHEM & SOAP INDUSTRI,GPC_FG,[N27HM1081] 3078 LUBRICATED KYNOL FIBER PACKING (12.5 MM),5,mtr,426618.09,0,2133090.45,Sale Order,done,Fully Invoiced
__export__.sale_order_866,2/23/2021 7:10,2/23/2021 7:12,SO21-000797,2021/02/FBI/004473,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari",PT. RIAU ANDALAN PULP AND PAPER,GPC_FG,[N09HI11] 3020 EXPANDED GRAPHITE PACKING (3/4''),14,mtr,116000,56359.5131,1624000,Sale Order,done,Fully Invoiced
__export__.sale_order_865,2/23/2021 3:11,2/23/2021 3:13,SO21-000796,2021/02/FBI/004452,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","NUSANTARA BUILDING INDUSTRIES,",GPC_FG,"[GN57M08920] 5051 LUBRICATED / PTFE ACRYLIC PACKING (1/2"")",66,mtr,64000,144644.3185,4224000,Sale Order,done,Fully Invoiced
__export__.sale_order_864,2/23/2021 2:43,2/23/2021 2:44,SO21-000795,0173/HI/II/2021,"[V18-0000058]HIDROFLEX INDONESIA PT, Christine",PT HIDROFLEX INDONESIA,EJM_RM,[AAA17ACCA201] STUBE END SS 304 ANSI SCH 40 (1 INCH),1,Unit(s),88714,97585.62,88714,Sale Order,done,Fully Invoiced
__export__.sale_order_863,2/23/2021 2:39,2/23/2021 2:42,SO21-000794,0181/HI/II/2021,"[V18-0000058]HIDROFLEX INDONESIA PT, Christine",PT HIDROFLEX INDONESIA,EJM_RM,[AAA17ACCA205] STUBE END SS 304 ANSI SCH 40 (1.5 INCH),1,Unit(s),53528,58880.866,53528,Sale Order,done,Fully Invoiced
__export__.sale_order_862,2/19/2021 4:23,2/19/2021 4:28,SO21-000793,2021/02/FBI/004406,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","RASTEKINDO CIPTA GLOBAL, PT,",GPC_FG,"[N23HI11] 3076 PTFE / GRAPHITE FIBER PACKING (3/4"")",11,mtr,421300.46,0,4634305.06,Sale Order,done,Fully Invoiced
__export__.sale_order_861,2/18/2021 9:07,2/19/2021 3:25,SO21-000792,2021/02/JFI/001981,"[V19-0000214]JEIL FAJAR INDONESIA PT, [C20-0000174]Ibnu",JEIL FAJAR INDONESIA PT,MCH_RM,[BAA39AADA913] PTFE ROUND DIA.200,10,kg,146450,152710.58,1464500,Sale Order,done,Fully Invoiced
__export__.sale_order_860,2/18/2021 2:22,2/18/2021 2:24,SO21-000791,2021/02/FBI/002535,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","AKTIF INDONESIA INDAH, PT",INS_FG,"[T13S02] 3220-G  BULKY GLASS GRAPHITE (1/8"" X 1"" X 30M)",1,Unit,77800,0,77800,Sale Order,done,Fully Invoiced
__export__.sale_order_859,2/17/2021 4:44,2/17/2021 8:40,SO21-000790,2021/02/FBI/001734,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","PT. INDOCEMENT TUNGAL PRAKARSA,",EJF_FG,"[F0CAM0CN002] EXPANSION JOINT FABRIC 3 FLEX 40 TYPE BELT,  OPEN BAND (LENGTH 15000 X 500 MM OAL)",1,Unit(s),20467500,0,20467500,Sale Order,done,Fully Invoiced
,2/17/2021 4:44,2/17/2021 8:40,SO21-000790,2021/02/FBI/001734,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","PT. INDOCEMENT TUNGAL PRAKARSA,",EJM_RM,[AAA05ACLA524] HEXAGONAL BOLT GR 8.8 (M 16 X 60 MM),200,Unit(s),3625,10213.467,725000,Sale Order,done,Fully Invoiced
,2/17/2021 4:44,2/17/2021 8:40,SO21-000790,2021/02/FBI/001734,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","PT. INDOCEMENT TUNGAL PRAKARSA,",EJM_RM,[AAA07ACLA321] NUT GR 8.8 (M 16),200,Unit(s),3625,2006.521,725000,Sale Order,done,Fully Invoiced
,2/17/2021 4:44,2/17/2021 8:40,SO21-000790,2021/02/FBI/001734,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","PT. INDOCEMENT TUNGAL PRAKARSA,",EJM_RM,[AAA15ACLA321] WASHER GR 8.8  (M 16),400,Unit(s),3625,511.753,1450000,Sale Order,done,Fully Invoiced
,2/17/2021 4:44,2/17/2021 8:40,SO21-000790,2021/02/FBI/001734,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari","PT. INDOCEMENT TUNGAL PRAKARSA,",SUPPLIES,[BIAYA PACKAGING] BIAYA PACKAGING,1,Unit(s),600000,0,600000,Sale Order,done,Fully Invoiced
__export__.sale_order_858,2/16/2021 9:03,2/16/2021 9:08,SO21-000789,2021/02/FBI/002481,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari",HARAPAN JAYA. CV ,GPC_FG,"[N63HI07] 2008 CERAMIC ROUND BRAIDED  PACKING  (1/2"")",504,mtr,22000,8963.5502,11088000,Sale Order,done,Fully Invoiced
